"FOLIO","VIV_SEL","HOGAR","N_REN","P2_3","SEXO","EDAD","NIV","GRA","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"00133","05","1","04","5","1","27","","","1","3","003","0000031",1975
"00133","05","1","03","3","2","27","","","1","3","003","0000031",1975
"00133","05","1","02","3","1","31","","","1","3","003","0000031",1975
"00133","05","1","06","4","2","03","","","1","3","003","0000031",1975
"00133","05","1","01","1","2","59","02","2","1","3","003","0000031",1975
"00134","01","1","01","1","1","45","02","6","1","3","003","0000032",1534
"00134","01","1","05","3","2","13","","","1","3","003","0000032",1534
"00134","01","1","04","3","1","19","","","1","3","003","0000032",1534
"00134","01","1","03","3","2","21","","","1","3","003","0000032",1534
"00134","01","1","02","2","2","45","","","1","3","003","0000032",1534
"00135","02","1","03","3","2","27","","","1","3","003","0000032",1534
"00135","02","1","02","2","1","56","","","1","3","003","0000032",1534
"00135","02","1","01","1","2","53","99","9","1","3","003","0000032",1534
"00136","03","1","04","3","1","15","","","1","3","003","0000032",1534
"00136","03","1","05","3","1","14","","","1","3","003","0000032",1534
"00136","03","1","06","3","1","12","","","1","3","003","0000032",1534
"00136","03","1","03","3","2","19","","","1","3","003","0000032",1534
"00136","03","1","02","2","2","43","","","1","3","003","0000032",1534
"00136","03","1","01","1","1","40","03","3","1","3","003","0000032",1534
"00136","03","1","07","3","1","11","","","1","3","003","0000032",1534
"00136","03","1","08","3","2","05","","","1","3","003","0000032",1534
"00137","04","1","01","1","1","48","02","2","1","3","003","0000032",1534
"00137","04","1","02","2","2","48","","","1","3","003","0000032",1534
"00138","05","1","01","1","1","44","06","3","1","3","003","0000032",1534
"00138","05","1","04","5","2","21","","","1","3","003","0000032",1534
"00138","05","1","03","3","1","20","","","1","3","003","0000032",1534
"00138","05","1","02","2","2","44","","","1","3","003","0000032",1534
"00139","01","1","01","1","1","23","03","3","1","3","003","0000033",1429
"00139","01","1","02","5","1","29","","","1","3","003","0000033",1429
"00140","02","1","01","1","1","43","06","3","1","3","003","0000033",1429
"00141","03","1","04","3","1","15","","","1","3","003","0000033",1429
"00141","03","1","05","3","1","14","","","1","3","003","0000033",1429
"00141","03","1","02","5","2","70","","","1","3","003","0000033",1429
"00141","03","1","03","3","2","18","","","1","3","003","0000033",1429
"00141","03","1","01","1","1","37","03","3","1","3","003","0000033",1429
"00142","04","1","01","1","1","39","06","3","1","3","003","0000033",1429
"00142","04","1","02","2","2","40","","","1","3","003","0000033",1429
"00142","04","1","04","3","1","14","","","1","3","003","0000033",1429
"00142","04","1","03","3","2","06","","","1","3","003","0000033",1429
"00143","05","1","05","3","2","05","","","1","3","003","0000033",1429
"00143","05","1","02","2","1","40","","","1","3","003","0000033",1429
"00143","05","1","03","3","1","16","","","1","3","003","0000033",1429
"00143","05","1","04","3","2","11","","","1","3","003","0000033",1429
"00143","05","1","01","1","2","38","03","3","1","3","003","0000033",1429
"00144","01","1","04","3","2","22","","","1","3","005","0000034",1603
"00144","01","1","03","3","2","22","","","1","3","005","0000034",1603
"00144","01","1","02","2","2","53","","","1","3","005","0000034",1603
"00144","01","1","01","1","1","57","08","2","1","3","005","0000034",1603
"00145","02","1","02","2","2","64","","","1","3","005","0000034",1603
"00145","02","1","01","1","1","64","06","3","1","3","005","0000034",1603
"00146","04","1","04","3","1","18","","","1","3","005","0000034",1603
"00146","04","1","01","1","1","42","06","3","1","3","005","0000034",1603
"00146","04","1","02","2","2","47","","","1","3","005","0000034",1603
"00146","04","1","03","3","2","21","","","1","3","005","0000034",1603
"00147","05","1","03","3","2","03","","","1","3","005","0000034",1603
"00147","05","1","02","2","2","30","","","1","3","005","0000034",1603
"00147","05","1","01","1","1","29","03","3","1","3","005","0000034",1603
"00148","03","1","02","2","2","27","","","1","3","005","0000035",1637
"00148","03","1","01","1","1","31","03","3","1","3","005","0000035",1637
"00149","04","1","01","1","1","50","09","2","1","3","005","0000035",1637
"00149","04","1","02","2","2","51","","","1","3","005","0000035",1637
"00150","01","1","03","3","1","11","","","1","3","003","0000036",1744
"00150","01","1","02","2","2","31","","","1","3","003","0000036",1744
"00150","01","1","01","1","1","30","03","3","1","3","003","0000036",1744
"00150","01","1","04","3","2","10","","","1","3","003","0000036",1744
"00150","01","1","05","3","2","10","","","1","3","003","0000036",1744
"00150","01","1","06","3","1","08","","","1","3","003","0000036",1744
"00151","02","1","03","3","1","04","","","1","3","003","0000036",1744
"00151","02","1","02","2","2","33","","","1","3","003","0000036",1744
"00151","02","1","01","1","1","35","06","3","1","3","003","0000036",1744
"00151","02","1","04","3","2","13","","","1","3","003","0000036",1744
"00152","03","1","01","1","1","55","03","3","1","3","003","0000036",1744
"00152","03","1","02","5","2","24","","","1","3","003","0000036",1744
"00152","03","1","03","6","2","06","","","1","3","003","0000036",1744
"00152","03","1","04","6","1","03","","","1","3","003","0000036",1744
"00153","04","1","01","1","2","54","03","3","1","3","003","0000036",1744
"00153","04","1","02","3","1","19","","","1","3","003","0000036",1744
"00154","05","1","01","1","1","24","06","3","1","3","003","0000036",1744
"00154","05","1","02","2","2","23","","","1","3","003","0000036",1744
"00154","05","1","03","3","2","02","","","1","3","003","0000036",1744
"00154","05","1","04","3","1","00","","","1","3","003","0000036",1744
"00155","01","1","01","1","1","54","03","3","1","3","003","0000037",1589
"00155","01","1","09","2","2","51","","","1","3","003","0000037",1589
"00155","01","1","08","4","1","03","","","1","3","003","0000037",1589
"00155","01","1","07","3","1","11","","","1","3","003","0000037",1589
"00155","01","1","06","4","2","15","","","1","3","003","0000037",1589
"00155","01","1","05","3","1","13","","","1","3","003","0000037",1589
"00155","01","1","04","3","1","15","","","1","3","003","0000037",1589
"00155","01","1","03","3","1","19","","","1","3","003","0000037",1589
"00155","01","1","02","6","2","35","","","1","3","003","0000037",1589
"00156","02","1","01","1","2","42","06","1","1","3","003","0000037",1589
"00156","02","1","03","3","1","02","","","1","3","003","0000037",1589
"00156","02","1","02","3","1","15","","","1","3","003","0000037",1589
"00157","03","1","01","1","1","31","02","6","1","3","003","0000037",1589
"00158","04","1","04","6","2","21","","","1","3","003","0000037",1589
"00158","04","1","05","4","1","01","","","1","3","003","0000037",1589
"00158","04","1","03","3","1","22","","","1","3","003","0000037",1589
"00158","04","1","02","2","2","46","","","1","3","003","0000037",1589
"00158","04","1","01","1","1","48","03","3","1","3","003","0000037",1589
"00159","01","1","04","3","2","15","","","1","3","003","0000038",1602
"00159","01","1","02","2","2","45","","","1","3","003","0000038",1602
"00159","01","1","03","3","1","22","","","1","3","003","0000038",1602
"00159","01","1","01","1","1","49","03","3","1","3","003","0000038",1602
"00160","02","1","03","3","2","19","","","1","3","003","0000038",1602
"00160","02","1","02","2","2","40","","","1","3","003","0000038",1602
"00160","02","1","05","3","2","07","","","1","3","003","0000038",1602
"00160","02","1","04","3","1","15","","","1","3","003","0000038",1602
"00160","02","1","01","1","1","37","03","3","1","3","003","0000038",1602
"00161","03","1","02","3","1","37","","","1","3","003","0000038",1602
"00161","03","1","01","1","1","68","08","4","1","3","003","0000038",1602
"00161","03","1","03","4","2","13","","","1","3","003","0000038",1602
"00162","05","1","02","2","2","38","","","1","3","003","0000038",1602
"00162","05","1","01","1","1","49","03","3","1","3","003","0000038",1602
"00162","05","1","03","3","1","15","","","1","3","003","0000038",1602
"00162","05","1","04","3","1","14","","","1","3","003","0000038",1602
"00163","01","1","04","3","2","06","","","1","3","005","0000039",1812
"00163","01","1","03","3","1","04","","","1","3","005","0000039",1812
"00163","01","1","02","2","2","40","","","1","3","005","0000039",1812
"00163","01","1","01","1","1","38","03","3","1","3","005","0000039",1812
"00164","02","1","01","1","1","26","06","3","1","3","005","0000039",1812
"00164","02","1","02","2","2","24","","","1","3","005","0000039",1812
"00164","02","1","03","3","2","07","","","1","3","005","0000039",1812
"00164","02","1","04","3","2","02","","","1","3","005","0000039",1812
"00165","03","1","01","1","1","54","08","4","1","3","005","0000039",1812
"00165","03","1","04","3","1","25","","","1","3","005","0000039",1812
"00165","03","1","03","3","2","30","","","1","3","005","0000039",1812
"00165","03","1","02","2","2","51","","","1","3","005","0000039",1812
"00166","04","1","05","3","1","16","","","1","3","005","0000039",1812
"00166","04","1","04","3","2","17","","","1","3","005","0000039",1812
"00166","04","1","03","3","1","20","","","1","3","005","0000039",1812
"00166","04","1","02","2","2","43","","","1","3","005","0000039",1812
"00166","04","1","01","1","1","51","99","9","1","3","005","0000039",1812
"00166","04","1","06","3","1","06","","","1","3","005","0000039",1812
"00167","05","1","01","1","1","57","06","1","1","3","005","0000039",1812
"00167","05","1","02","2","2","53","","","1","3","005","0000039",1812
"00167","05","1","03","3","2","15","","","1","3","005","0000039",1812
"00167","05","1","04","3","2","11","","","1","3","005","0000039",1812
"00168","02","1","01","1","1","33","03","3","1","3","004","0000040",1315
"00168","02","1","02","2","2","25","","","1","3","004","0000040",1315
"00169","03","1","01","1","1","51","02","3","1","3","004","0000040",1315
"00169","03","1","02","2","2","53","","","1","3","004","0000040",1315
"00169","03","1","03","3","2","16","","","1","3","004","0000040",1315
"00170","04","1","02","2","2","23","","","1","3","004","0000040",1315
"00170","04","1","01","1","1","22","06","3","1","3","004","0000040",1315
"00170","04","1","03","3","2","00","","","1","3","004","0000040",1315
"00171","05","1","02","2","2","34","","","1","3","004","0000040",1315
"00171","05","1","01","1","1","38","02","6","1","3","004","0000040",1315
"00171","05","1","03","3","2","15","","","1","3","004","0000040",1315
"00171","05","1","04","3","1","14","","","1","3","004","0000040",1315
"00172","01","1","01","1","1","34","08","5","1","3","003","0000041",1028
"00173","02","1","01","1","1","34","08","5","1","3","003","0000041",1028
"00174","03","1","01","1","2","40","03","3","1","3","003","0000041",1028
"00174","03","1","02","3","2","11","","","1","3","003","0000041",1028
"00175","04","1","01","1","2","55","02","6","1","3","003","0000041",1028
"00175","04","1","02","2","1","59","","","1","3","003","0000041",1028
"00176","05","1","01","1","2","32","03","3","1","3","003","0000041",1028
"00176","05","1","02","3","1","16","","","1","3","003","0000041",1028
"00176","05","1","03","3","1","13","","","1","3","003","0000041",1028
"00176","05","1","04","3","1","09","","","1","3","003","0000041",1028
"00177","01","1","01","1","1","28","06","3","1","3","003","0000042",1058
"00177","01","1","02","2","2","28","","","1","3","003","0000042",1058
"00177","01","1","05","3","1","04","","","1","3","003","0000042",1058
"00177","01","1","04","3","2","08","","","1","3","003","0000042",1058
"00177","01","1","03","3","2","12","","","1","3","003","0000042",1058
"00178","02","1","01","1","1","30","08","5","1","3","003","0000042",1058
"00178","02","1","02","2","2","30","","","1","3","003","0000042",1058
"00179","03","1","01","1","1","41","03","1","1","3","003","0000042",1058
"00180","04","1","03","2","2","19","","","1","3","003","0000042",1058
"00180","04","1","02","5","1","44","","","1","3","003","0000042",1058
"00180","04","1","04","3","1","01","","","1","3","003","0000042",1058
"00180","04","1","01","1","1","20","03","3","1","3","003","0000042",1058
"00181","05","1","03","3","1","14","","","1","3","003","0000042",1058
"00181","05","1","01","1","1","33","02","6","1","3","003","0000042",1058
"00181","05","1","05","3","1","09","","","1","3","003","0000042",1058
"00181","05","1","04","3","1","12","","","1","3","003","0000042",1058
"00181","05","1","02","2","2","29","","","1","3","003","0000042",1058
"00182","02","1","02","2","2","46","","","1","3","005","0000043",1423
"00182","02","1","01","1","1","39","09","3","1","3","005","0000043",1423
"00183","04","1","04","3","2","08","","","1","3","005","0000043",1423
"00183","04","1","03","3","2","14","","","1","3","005","0000043",1423
"00183","04","1","01","1","1","43","08","5","1","3","005","0000043",1423
"00183","04","1","02","2","2","38","","","1","3","005","0000043",1423
"00184","01","1","03","3","2","13","","","1","3","005","0000044",1627
"00184","01","1","02","2","2","33","","","1","3","005","0000044",1627
"00184","01","1","05","3","2","12","","","1","3","005","0000044",1627
"00184","01","1","04","3","2","13","","","1","3","005","0000044",1627
"00184","01","1","01","1","1","33","06","3","1","3","005","0000044",1627
"00185","02","1","02","3","1","25","","","1","3","005","0000044",1627
"00185","02","1","01","1","1","52","06","3","1","3","005","0000044",1627
"00185","02","1","03","5","2","24","","","1","3","005","0000044",1627
"00186","03","1","05","3","2","03","","","1","3","005","0000044",1627
"00186","03","1","04","3","2","11","","","1","3","005","0000044",1627
"00186","03","1","03","3","1","13","","","1","3","005","0000044",1627
"00186","03","1","02","2","2","36","","","1","3","005","0000044",1627
